Title,Review
Oscar for Joaquin Phoenix!,"Mind-blowing masterpiece! What a performance... Pure art in movie theatre. I'm speachless!!! I'll definitely go and watch again. Brilliantly performed!
We all have been alone at some point of time in life, think about those who've been nobody forever.
Brilliant - one word.
MASTERPIECE 🤡2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Best,What a good movie my second best movie of DC movies my first one is the dark knight2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
What a masterpiece!,"An amazing movie, amazing story. All thanks to the incredible actors, the magnificent crews and the marvelous director!2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Master piece 🕶,After long time I saw a performance which actually hit your mind directly and tells you what is the feeling of a person if society doesn't recognize him.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink
Masterpiece is an understatement,"Yes. Just saying film is a masterpiece is an understatement and Joaquin & Todd deserves better. The Dark Knight was a masterpiece, but Joker not only beat my expectations, it gives me real hope that going forward we can have real movies2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
What a different kind of movie.,"Joker is a different type of movie, finally something original. The actor was superb.
I believe the movie should be called Arthur, but Joker simply sells more.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Feeling like the other guy!,"I guess thats about it, the title of my review. Thats why I understand when people google *is Joker movie disturbing?* . Tod Philips managed to make us feel like the other guy, a mentally ill guy who was thrown into the society. Felt that all the time up to the end when all became Joker and all understood whats it like to feel like the other guy.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Brutally good!,I just watched the movie and it was amazing.The actor performance of Phoenix is so gripping and real its insane.You see the pictures and you think you can feel his pain.Its so gritty. Feels a lot like Nolans Batman Trilogy.Sure the movie was not 100 percent perfect but the performance of phoenix...There is no other way then just to give 10/10.He was that good!Just go in and enjoy this movie.
Madness,"Liberal media can cry about todd philips all they want but to let that get in the way of properly critiquing this masterpiece is just a joke.
This is a must see for anyone slightly interested in fantastic acting delving into the darkness of the human condition. To judge this movie and not see it based on a liberal critic with a left wing agenda is the biggest joke of all.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Simply Perfect!,"I loved every second of this film, and I really hope we get to see Joaquin return as Arthur Fleck 🙌2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Masterclass,"It was absolutely a masterclass. Best movie of the year and a must deserve an oscar. Joaquin Phoenix has done full justice to the character Joker, sometimes I thought Heath Ledger himself was there.2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Masterpiece 🔥😍,"Joaquin Phoenix
Great acting
Great cinematography
Great music
Perfection exists2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
MUST WATCH,"Oscar level performance by Joaquin Phoenix , the portrayal of joker is so go just go and watch it i dont wanna spoil this gem for you guys2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
Masterpiece,"One of the best movies ive seen in a while
Juaqin carried this movie literally on his back2 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink"
The dark cruel world of the Joker.,"JOKER is a dark, depressing, moody, violent masterpiece. The film rest upon the shoulders of Joaquin Phoenix and he pulls it off brilliantly! The entire cast is awesome especially De Niro and Zazie Beetz.It's hard to believe the guy who directed The Hangover trilogy and Road Trip is the same guy who directed this punch in the gut brilliant flawless slow burn gritty glorious film.There is no Batman to battle or evil supervillain to play off of. This is the story of one man's journey into darkness and that is why Joaquin Phoenix's Joker is easily the best Joker that has ever graced the big screen in my opinion.Will Phoenix win the oscar? Probably not. I can't see that spineless (Academy of Motion Picture Arts and Sciences) politically correct tool of an organization giving out any major awards to a film this good.Joker is the best movie I've watched in the past 10 years. The flick gets 10 out of 10 severed thumbs.If you didn't already know the story centers around Arthur Fleck a mentally troubled comedian as he embarks on a downward spiral of social revolution and bloody crime. It is his story, it is the world as he sees it."
